track_uri,album_name,album_uri,artist_name,artist_uri,duration_ms,pos,track_name,inside_playlists
spotify:track:1u0l8zWpQeMYStFkc2mLD7,The Spirit Room,spotify:album:1agL7TUoZXr0Xd4Irievqi,Michelle Branch,spotify:artist:5rScKX1Sh1U67meeUyTGwk,214826,28,Everywhere,"[584466 485181 576418 332194 116786 123219 727850 975798 193449 135817
  40437 323763 304986 286784 152519  75256 111211 939856 377994 572676
 328917 728810 838712  26674 444801 747034  40280 591391 788679 836021
 512041 332805 281588 750607 167259 782725 236459 736950 888696 287750
 693092 353537  76560 843228 890986 275704 974308 414905 240766 710874
 843681 221182 334901 973399  24488 355634 447242 920061 712276 578437
  95620 557514 989882 540300 736785 763324 964734 973868  31109  31109
 247626 533517 655122  93274 445500 935705 372150 118628  23135 233704
 173991  96401 205814 936493 984398 232686 377729 917550 475867 617930
 471879 240384 147663  48622 561656 298885 409718 825226 355934 141180
 898936 897904 634226 197313 680969 474845 756611 377067 179215 731640
 163078 281059 306861 625586 496633 124584 926218 313046 859901 777703
 291892 558503 902876 847988  21919 476509 944854 232825 356805 166318
 540750 427018 456303 546571 459771   5335 258858 504255 733480 895684
 206537 189542 876481 285506 220698 378677 305637 671684  94648 837674
 561791 771106 188180 939219 200041 199697 165151 942104 829583 134436
 568905 531387  34468 213621 286656 533590 580533 560850 937983 267342
  27120 241957  98502 905941 680588 626826 100483 874895 328874 746654
  72092 356393 739979 257786 977577 987675 981306   2949  13616 177437
 447569 876457 111079 497430 276216 862784 978689 522629 229232 773234
 941687 720315 940011 556423 122613 246018 521620 108579 998590 818471
 532965 579245 222759 642570  90368 487371  89482 453077 590007  81605
 282799 874548 550101 528873 674287 247981 506520 381881 286459 286107
 759176 639529 572413  56104 511401 475589 540399 872378 352492 936521
 502319 350157 426312 358591 837068  61788 770967 603798  21312 884461
 207941 697854 146313 756151  29075 562836 793896 287381 396028 253962
 894422 438232 388288  31541 482021 994776 773798 404907 250860 770389
 638168 832419 482211 185328 568316 637207 508197 623693 373427 903691
 465471   1701  15726 734869 198219   7450 233611 508007 949377 812638
 805916 623571 191632 126976 802292 580036 244879 436886 943439 482471
 925237 127366 337055 313723 853902 573316 805360 123134 555258 972791
 231574 871917 503185 931935 500142 323778 243155  40222 314461 216768
 169758 471712 783734 846554 440742 419932 962449  12605 828207 983049
 489946 597694 788025 809998  59918   9080 557717 472938  81872 985642
 442023 344731 678281 678281 345130 506832 848788 165248 553586 986031
 292411 711669 595994 648459 808810 101972 203785 611844 888326 263316
 370869 728347 267890 987253 973680 475146  72305  33541 939971 261481
 110314 921259 815417 803093 715923 749926  91978 526512 811333 391124
 578337 976707 849833 365260 814147 738543 334258 955438 418192 943304
  54240 502313 933627 738592 539427 849881 849881  66509 131436 982284
 532083 474731  92110 189676 619530 822646 807000 957629 708481 663971
  21539  84469 296705 615843 349210 940364 547492 832119 918718 295526
 921614 641746  23728 110300 110193 614330 510883 429024 265074 468545
 649884 900105 317775 207359  87191 633286 244762 989924 170262 170262
 171602 721180 921512 874588 126538 844347 998753 596551  65005  61273
 915089 245069 335874 106584 865146 445915  23924 735021  52461 159620
 243061 161160 161160]"
spotify:track:2JpUkUR0OsOlUUfm6iS8ic,Release Therapy,spotify:album:77u9Ndnhi4raBZfnl22Jzg,Ludacris,spotify:artist:3ipn9JLAPI5GUEo4y4jcoi,230613,29,Money Maker,"[584466 661443 695600 456350  95462 489426 362061  12652 778130  69009
 802507 955591 707673  37655 644472 842442 905462 369235 960111 572136
 362570 289141 289287 775455 519239 753366 155298 964599 763679 802758
 393388 855463  15597 415780 792112 438538  24973 928730 933456 606595
 676034 361791  65404 810452 641161 802674 783563 572728 453975 925962
 187053 930730 277550 476702 261712 799946 151825  32303 679293 201975
 993844 238914 259868 993017 698757 762644 325084 409952 177711 219712
 736597 173031 893090 931562  91245 662240 240751 791338 147438 631404
 439292  67769 924269 857743 935782 328428 827837 683579 423245 632876
 544596 864489 815089   9558 418683 437111 509974 612353 373903 146079
 624475 173701 661224 483887 171614 623979  17584 308713 362710  49317
 974881 287116 846350 178421 365447 982776 871353 512564  10200 320130
 329835 108720   7870 857000 276563 138360  89534 339206  97275 820000
 607987 278881 127099 465130 812248 656354 957918 658940 252453 821235
 911948 600147 784531 235129 112388 188249 557434 672356 139552 577007
 529891 372670 179745 593559 391195 857392 981471 108150 886291 458947
 414436 156793 989284 281828 521916 336942 944058 519283 943582 353278
 196172 848631 359802 701062 322093 283795 124875 333799 776959 946905
 908636 476733 502937 367895 349911 407764 448100 360033 938338 387448
 981941  42503 550270 761383 114527 141670 506057 865918 439905 705310
  49085 768214 933934 856802 130508 782680 232553 283000 283000 111985
 533223 664161 664383 460976 171490 912794 262415 347865 628575 118640
  65430 647716 747288 258182  16475  41070 583643 583643 377830  74489
 509118 584868 624153 713525 278464 113821 870101 597665 989755 232887
  30330 504362 351097 419262 148391 227914 681711 209113  13567 178311
 153348 253326 589439 591210 772256 477941 101153 390483 679562 117506
  78679 584549 295962 486196 528261 991292 856954 289597 695432 123532
 945779  62735 609180 287165 592103 902122 984063 788221 497299 447681
 462495 350173 968318 708677 333607 654179 218135 695539 368918 801061
 246712 232719 391180 179593 782485 646495 965582 158030 131038 926260
 829296 419320 311214  49312 976705 668290 240596 791831 631564 864967
 671724 876423 749145 424438 270096 315801 872829 629536 649173 998498
 220077 597162 801147 457294  74831 696575 950611 557611 530075 662048
 266414 770260   8757   8905 583900 170867 789958 398256  35787 175224
 966755 245000 270810 568129 672098 529943 474360 900562 883273 822769
 583388 438546 179774 774195 186743 569534 871609 551240  93328 583398
 879003 131507 806056 734077 221500 685954 412684 113308 430550 451468
 576840  17887 446851  45384 287130 920561 893580 927467 622309 479764
 105480 997335 902567 657912 824504 379173 402896 932813 624406 418314
 871456 726326 906334 576893 532516 373047 568118 340742 517809 833978
 151848 107199 986067 873949 508893 197525 434708 827493 434325 496809
 475149 459535 384380 168470 227450 411179 630688 522208 945754 234708
 347618 924915 773289 668554 722161  87470  65265 465848 750969 449983
 128434 508520 780223 767987 686995 472450 821934 608672 894094 586828
 405422 464926 487413  74966 898436 860062 313283 585786 456340 977876
 314771 185880 581527 370653 559862 394244 662675 823683 332868 242033
  87363 986689 775996 353225 898370 211447 211447 824236 136227 310985
 940356 307216 568856 543124 826872 484996 945979  69644 689371 175327
 117768  32987 184502 668734 203785 430479 507792 220007 881087  92604
 991981 650135 789896 873652 750049 296299  99587 273486 753529 813362
 781750 184668 295753 579241 692301 985872 365260  20934 127769 262217
 626023 488267 934367 814147 369605 439164 819748 566374 713242 248597
 178997 488397 675046 655039 260740 788116 299648 581076 640906 782096
 267782 286522 279814 171190 623308 708979 708481  83125 666438 301948
 313223 550060 986102 265466 547021 698068 518680 712346 179103 312736
 259903 321867 465109 392045  79131 196055 956268 952333 346378 974805
 216853 267546 927186 967299 314102 866432 284743 263630 674427  80113
 465104 390340 746529 848946  35479 250932 251258  20213 425028 328572
 280242 575846 462922 934272 195573 704730 477447 419569  65302  61174
 413173 145538  79402 825738 763415 527287 527287 524558 565557  77663]"
spotify:track:7qiZfU4dY1lWllzX7mPBI3,÷,spotify:album:3T4tUhGYeRNVUGevb0wThu,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,233712,30,Shape of You,[584466 287290 290613 ... 797377 237080 158408]
spotify:track:7mldq42yDuxiUNn08nvzHO,Body Like A Back Road,spotify:album:2N7kidh1wA9EoLdf16QWrz,Sam Hunt,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,165386,31,Body Like A Back Road,[584466  48473 148445 ... 398219 715218   8062]
spotify:track:5BbYPT6ehZf0hSv2su6JAl,Montevallo,spotify:album:1M0vpI6KG4y0RwRuQ8SQxT,Sam Hunt,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,225693,32,Make You Miss Me,[584466 232772 657714 ... 612012 867856 715218]
spotify:track:2N3F1EQCpnIeDOA3rLSAfE,Montevallo,spotify:album:1M0vpI6KG4y0RwRuQ8SQxT,Sam Hunt,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,229880,33,Break Up In A Small Town,[584466 124438 335195 ... 463831 612012 267465]
spotify:track:7vWGeYZJUzBXKGPro05UXS,Montevallo,spotify:album:1M0vpI6KG4y0RwRuQ8SQxT,Sam Hunt,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,243706,34,Take Your Time,[584466 666635 124438 ... 804984 612394 612012]
spotify:track:1rVebRMIwmcKeKcEPc29Rw,Where It's At,spotify:album:4ZSQEnZOGWEW3XQOAzt477,Dustin Lynch,spotify:artist:1dID9zgn0OV0Y8ud7Mh2tS,177040,35,All Night,"[584466 361388 197404 778569 185364 779360 558604 933310 165811 569989
 517822 831726 575109 398727 596920 829950 467792 126509 583515 470952
 819415 879429  98449 673953  72196 613801 361216 896093 577028 878576
 173561 740129 409994 760911 695364 632770 513342 799380 129911  59513
 678340 826213 827070 377133 363336 541099 771505  44037  91605  60712
  60264 946442 575264  69522 835811 698591 610755 667452 872685 994624
 951875 484272 507166 945835 118284 568616  30884 782979 784617 752485
 266472 745986 777501  16458  94506 549112 163912 808358 225117 461598
 253714 926822 475411 136603  99973 108734  35993 222823  35736 709356
 817963  59609 456847 760367 449995 789221 842906 658849 672174 636812
 578172 388623 954152 335495 152036 823643 891734  11623 865359]"
spotify:track:3J5zIZILfjaIXUefgCLPnB,The Way I Talk,spotify:album:1eGGsgRKw24qrefW5VL0is,Morgan Wallen,spotify:artist:4oUHIQIBe0LHzYfvXNW4QM,208240,36,The Way I Talk,"[584466  11900 211406  27236 236387 841818 646916 160230  31082 998366
 594826 904388 718125 788661  18342 322449 659032 603642 483460 907239
 925623 646201 309361  37296 717812 664062 439556 823606 830335 829789
 759204 558604 400397 226429 711276 131036  25708  84864 981243 329081
 775797 844414 914210 779122 738941 222652 824890 116072 980385 186801
 222185  11407 808340 765207 105006 700685   5197 125145 814748 602968
   4926  79657 496690 809725 183894 791629 681613 686285 686285 945822
 110693 807047 719978 470306 905467 607192 489786 131113 739461  35493
 728668 782309 187894 391372  22105 938290 879343 671140 430633 569421
 367868 840137 126509  32708 735845  95290 132175  92405 969034  44664
 827852 867968  67804 851698 870707 923567 437255 335672 886134 238696
 662511 651839 414807 574905 185882 984820  88439 789549 440348 463664
 193924 409733 470952 505254 651407 524407  53013 455667 142532 294864
 506256  41932 425850 930611 549478 102444  86918 181501 798066  69471
 401623 988220 678089 856640 667782 205894 893122 727286  71854 311321
 829691 280834 106961 238504 768639 934762 901399  21481 374367 274077
 809320  34875 397850  90779 110622 917482 879429 872383 243067 258352
 736047 171093 834771 530915 718760 106233 209798 744866 106851 774716
 121581 170542 681061 379236 130679 613801 361216 575946  95150 870218
 797615 988842 988769 774831 105254 421072 853187 235533 339967 393891
 169931 255335 723242 746512 201165 825217 625012 574521 494859 616550
 939534 385746 767282 417168 605974 292947 754446 681588 149799 697375
  35210   4190  74494 193270  30965 654066 181703 659173 222781  54410
 477099  18289 776088  98475  55440 125271 230135 689968  95794 784344
 754481 139503 645147 671905 513625  67106  85754  66953 380482 797585
 698334 155662 695364 632770 138861 204447 780652 166708 604127  33108
 141915 141638 269505 868922 269622 881158 353728 594233 976356 403647
 799166 650788 996272 129911 839173 737700 183655 805445 663812 214788
 165241  11411  55445 598256 721495 595916 218647 216012 142326  59720
 558222  96447 100478 413603 533599 885941 669915 686199 467959 393753
 267761 451116 215328 741819 274961 188750 672545  20506  83357 679615
 679615 365331 476289 673497 746136 101295 834842 422864 243506 243806
 346223 696361 574800  41862 471265 363336 696570 708361 408621 573754
  49884 152203 642059 931584 950334 970309  32280 635122 885380 640554
 851822 699046 468364 294744 109804 207291 862169 137414 610577  82266
 538026 719029 869047 195453 693690 743874 404369 666360 771505 656686
  91286  60264 831165 813095 960377 311687 991393 139371 754581  62727
 694404 847403 249559 800043 518552 424737 296197 109512 828947 300969
 994072 966373   7926 402177 758491 659357 736407 246922 934119 934649
 718136  56047 950357 133802 129759 694531 768865 575686 601186 129367
 843242 764482  87625 203938  39669  48998 844128 844292  35069 871942
 306744 593709 675078 877967 657095  70203 858363 698591 109464 130374
 759425 160924 121496 879975 554496 109655  57432 880652 426854 189012
 994624 428373 551819 484272 125605 842502 275582 741336 103231 355396
  41454 507166 747657 152132 651450 235175 447908 786429  21710 184417
 339548 364347 219047 956198 568616  24957 955636 818889 291412 197501
 120135 666260 122360 809097 946137 783698 512589 150305 231290 182987
 969449 559697 657925 743623 838791 832043 359485 932572 338815 491657
 448854 933585 516915 817935 425219  81906 883038 508165 454614 532563
 740771 690163  52331 716462 324884 186999 184952 495610 328552 878672
 298460   2990 286013 829927 131460 112956  94506 196695  93811 916245
 378682 181255 721863 742975 241072 125082 549112 760706 940430  77140
 827984 386907  26716 178410 660668 294180 131621  34656 166501 774451
 452987 569459 520216 224373 153548   4288  83010  80767 737923 748136
 973245  81377 676453 461465 728101 772719 353669 843940   4629 687132
 344326 571498 724700 181217 392361 156824 845401 438696 837365 837788
  88837 804494 190331 631573 684753 769291 769463 902521 678654 817024
 139392 337827 217200 113801 230592 590498 177515 675312 127899 874197
 525778 754324 869807 691992 382034 689453 744254 227229 375204 444792
 628130 109540 786199 677071 431954  34239 688803 921176 538184 451475
   9323 929293 875180 720357  95019 839362 690935 289585 884543  86319
 499977 241973 107296 825771 887156 502466 792675 270732 620625   5217
 981831 718086  82908  95274 795305  89604 911590 761573 818894 862545
  81113 672474 110584 795680 819061 898726 323509 115053 681122 656457
 417044 530341 679241  91094 150990 861169 441051 195628 195899 586299
 807438 899292  58716 811210 392240 105595 868054 654045  98405 533663
 124898 785038 721940 806153 131134 856722 186087 612612  12884 447802
 531029  68132  68681 181122 907648 274695 763748 957185 177360 964198
 392953 215728  33630 931823 838795 953444 931620 867955 377213 326002
 569030 660091  32720 387383 175851 682075 787667 674196 697920 969841
  28651 273298 191761 366099  92797 748528 615359 709892  49152 297266
 118473 410464 757089  26016 755593 945694 576821 202947  89623 744760
 668535 241354 700032 771073 699066 147609 978267 707770 519073   4704
 162811 176128 882905 741213 693436 143103 836431 278784 539102 780170
 618665 789221 814739 324804 708020 504947 928269  59590 787349 246787
 117343 601706 713288 210845 672174 770501  44831  14793 379554  46472
 666351 687175 553149 721993 587819 762581 324051 917409 954152 415921
  42509 167819 841360  58847  47929  68646  23705 777952 163851  94510
 608976 746992 245487 233029 926689 796864 104271 620594 140763  91038
 905175 149517  31872  50969 421378 521134 111119 155760 775814 670584
 520502 317684 256460 851349 665992 207212 796392  92515 797701  24310
 287078  60091 908775 827096 906316 906316 657543  71144 396536 756743
 943764 343627 229578 114006 317515 832919 152036 262918 699407 510312
 921282 745556 197625 911639 432747 311896 432319 426048  25025 303961
 747927 955968 542431 400441 459973 306570 809798 201206 201595  11623
 816002   7848 423341  28386 865359 479000 710168 423946 868169 872722
 117811 535668 709167 753610 976205 141002 952465 604467 436502 524654]"
spotify:track:6xHI9KjUjYT0FPtGO8Mxa1,This One's for You,spotify:album:1lhNch5NkOONvFhRPh8qaj,Luke Combs,spotify:artist:718COspgdWOnwOFpJHRZHS,222533,37,Hurricane,[584466 666635 703228 ... 418170  45448 158410]
spotify:track:6DRsEO5yuEGBF87qpyMB4d,Brett Eldredge,spotify:album:1NUKNYLtePSiZnQj0QeZlo,Brett Eldredge,spotify:artist:0qSX3s5pJnAlSsgsCne8Cz,217333,38,Somethin' I'm Good At,[584466 124438 521658 ... 604467 524654 612394]
spotify:track:1CI6YgwwNq3VfhgxPuEpE6,SoMo,spotify:album:3C1R7nVZwUrvb6RG4Bod5U,SoMo,spotify:artist:5AtWO8IEnjhRLzaVVQxFUs,289133,39,Ride,[584466 624775 295176 ... 547871 932132 547227]
spotify:track:3cfOd4CMv2snFaKAnMdnvK,Astro Lounge,spotify:album:2kyTLcEZe6nc1s6ve0zW9P,Smash Mouth,spotify:artist:2iEvnFsWxR0Syqu2JNopAd,200373,40,All Star,[584466 485181 335134 ... 867675 158408  45750]
spotify:track:4QSj6NAxencrwyKdjNnQx0,Europop,spotify:album:7wKWrF67f1991520a6B0mu,Eiffel 65,spotify:artist:64rxQRJsLgZwHHyWKB8fiF,388373,41,Blue (Da Ba Dee) - Extended Mix,"[584466 518733 304984 500652 213079 824140 803702  92419  94462 829828
 220007 150006 368914]"
spotify:track:12qZHAeOyTf93YAWvGDTat,Enema Of The State,spotify:album:1fF8kYX49s5Ufv4XEY5sjW,blink-182,spotify:artist:6FBDaR13swtiWwGhX1WQsP,168000,42,All The Small Things,[584466 485181 892910 ... 932309 757216 257996]
spotify:track:0KKkJNfGyhkQ5aFogxQAPU,24K Magic,spotify:album:4PgleR09JVnm3zY1fW3XBA,Bruno Mars,spotify:artist:0du5cEVh5yTK9QJze8zA0C,206693,43,That's What I Like,[584466 290613 968716 ... 176627 237080 158408]
spotify:track:6PCUP3dWmTjcTtXY02oFdT,÷,spotify:album:3T4tUhGYeRNVUGevb0wThu,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,261153,44,Castle on the Hill,[584466 339107  66871 ... 867856 466511 715218]
spotify:track:0OlS52TmtK2gPaEtdmr7DN,Happy Endings,spotify:album:66Y5XaoFSoa0A4P0u56s8V,Old Dominion,spotify:artist:6y8XlgIV8BLlIg1tT1R10i,176893,45,No Such Thing as a Broken Heart,[584466 124438 232772 ... 677060 715218 267465]
spotify:track:7I5fYc4qKJddht8Ozhqqdx,Meat and Candy,spotify:album:1G4WDlYjm0VqgyEymNJRcf,Old Dominion,spotify:artist:6y8XlgIV8BLlIg1tT1R10i,206506,46,Snapback,[584466 124438 232772 ... 424009 612394 715218]
spotify:track:5ZManJDV3CexO66nRCkdiV,Meat and Candy,spotify:album:1G4WDlYjm0VqgyEymNJRcf,Old Dominion,spotify:artist:6y8XlgIV8BLlIg1tT1R10i,207733,47,Break Up with Him,[584466 666635 124438 ... 804139 142431 267465]
spotify:track:7px4t7HGiuMUvFkEOpZEwp,Meat and Candy,spotify:album:1G4WDlYjm0VqgyEymNJRcf,Old Dominion,spotify:artist:6y8XlgIV8BLlIg1tT1R10i,191826,48,Song for Another Time,[584466 666635 124438 ... 142431 811579 612394]
spotify:track:5dTTvqEs42JMJv98b4SaoE,Meat and Candy,spotify:album:1G4WDlYjm0VqgyEymNJRcf,Old Dominion,spotify:artist:6y8XlgIV8BLlIg1tT1R10i,170800,49,Half Empty,"[584466 464312  61515 361388 994629 185344 775797 607386 830518  58310
 261873 569989  15957 119245 174090 957737 282251  55218  32375 662511
 753828 356278   8112 599230 356898 187433 819415 425850 698686 151423
 578535 146849 105787 155880 557146 400918 664622 773062 779159 843618
 116986 218916  48264 538230 771008 574521 786718 413417 654066 319291
 125271 645147 532672  67106 829143 141915  80202 685374  77356 785285
  11257 831244 877112 503443 826213 146514 651075  92801 147404 198211
 838649 755376 698429 377133 363336 506131 806349  44037  60036   5475
 511809 642747 569125 736385 736370 129367 129132  98175  71204 773933
 844228 147843 698591 215502 872685 666592 181665 551851 741336 152132
 510181 826114 112817 818889 809097  24387 394261  82935 263420 396941
 125241 242364 817935  67269 330871 668153 976022 324884 311784 253690
 788712 583156 378682 634577 398018 118707  70657 115350 238820 242163
 138560 675984 746312 926822 996656 756795 491402   3626 115980 104074
 979406 674859 736540 922281 767689 545958 827918 725366 917165  75881
 664664 669476 609894 683972 786109 420373 453584 373565 726660 159541
 769669 519073 717601 278784 683724 808617 514339 200342 708115 846405
 153966 777952 127480 802667 277340  60221 661247 229578 823643 510312
 900988 184701 475495]"
